Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Turf & Surf Po'boy,,12/13/2018,88,"405 LAVACA ST
AUSTIN, TX 78701
(30.26713305492462, -97.74560182325288)",AUSTIN,78701,10903317,Routine Inspection,
Potbelly Sandwich Works,,1/16/2019,84,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.391610652206836, -97.73245087296716)",AUSTIN,78759,10035755,Routine Inspection,
Turntable Eatery,,2/7/2019,94,"5111 AIRPORT BLVD
AUSTIN, TX 78751
(30.31281903819585, -97.7150751963563)",AUSTIN,78751,11877444,Routine Inspection,
Dr. Wok,,3/6/2018,81,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.4457322367743, -97.77815904735661)",AUSTIN,78729,10871550,Routine Inspection,
Peached Social House,,1/3/2018,100,"6500 N LAMAR BLVD
AUSTIN, TX 78752
(30.332784616635685, -97.7225194519065)",AUSTIN,78752,11589224,Routine Inspection,
Walgreens # 09679,,3/26/2019,98,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.4001512953954, -97.65852355407898)",AUSTIN,78753,2804085,Routine Inspection,
Northland Shell,,7/9/2018,80,"3310 NORTHLAND DR
AUSTIN, TX 78731
(30.33730199118307, -97.75629945437538)",AUSTIN,78731,10566326,Routine Inspection,
Pizza Hut #7149,,8/30/2017,97,"2919 MANCHACA RD
AUSTIN, TX 78704
(30.241663629103396, -97.78194932161433)",AUSTIN,78704,10917118,Routine Inspection,
BC - Tony C's,,3/14/2018,98,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309197849799112, -97.94016151283466)",AUSTIN,78738,10262053,Routine Inspection,
Cedar Bend Child Development Center,,12/20/2018,92,"1808 CEDAR BEND DR
AUSTIN, TX 78758
(30.409079566349337, -97.69373651971031)",AUSTIN,78758,11190716,Routine Inspection,
Katuburto,,8/17/2016,85,"402 E 6TH ST
AUSTIN, TX 78701
(30.26733901094505, -97.73899913001438)",AUSTIN,78701,2802486,Routine Inspection,
Jimmy John's Gourmet Sandwiches,,7/7/2017,93,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401504470501333, -97.74678509027345)",AUSTIN,78759,11230944,Routine Inspection,
Brio Tuscan Grille,,11/22/2017,84,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.39315457154799, -97.74800030644057)",AUSTIN,78759,10861209,Routine Inspection,
Whataburger #321,,4/16/2018,99,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190616594549187, -97.77229847507579)",AUSTIN,78745,2800015,Routine Inspection,
WL - Maryes Gourmet Pizza,,8/9/2018,70,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.278587496141267, -97.80697929149275)",AUSTIN,78746,11016089,Routine Inspection,
Trader Joe's #454,,12/6/2017,99,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394928878598492, -97.75202355957255)",AUSTIN,78759,11146920,Routine Inspection,
"Callaway House Austin, The",,4/5/2018,95,"505 W 22ND ST
AUSTIN, TX 78705
(30.284946343654273, -97.74342853322024)",AUSTIN,78705,10968230,Routine Inspection,
K Bop,,10/12/2018,76,"2002 GUADALUPE ST
AUSTIN, TX 78705
(30.282911370622106, -97.74239292089966)",AUSTIN,78705,11574254,Routine Inspection,
The Tejas Foundation,,4/4/2018,96,"2600 RIO GRANDE ST
AUSTIN, TX 78705
(30.29099479883577, -97.74471453144999)",AUSTIN,78705,10006226,Routine Inspection,
Sweetness Bakery Austin,,6/8/2017,100,"3742 FAR WEST BLVD
AUSTIN, TX 78731
(30.356173622236735, -97.75801760789017)",AUSTIN,78731,11238119,Routine Inspection,
Zocalo Cafe- Taqueria Fresca,,10/14/2016,91,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.28012047700771, -97.75948810185655)",AUSTIN,78703,10034278,Routine Inspection,
Masala Wok,,1/25/2018,87,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.391610652206836, -97.73245087296716)",AUSTIN,78759,10672549,Routine Inspection,
This N That Craft,,1/12/2017,93,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308582188, -97.73038414180246)",AUSTIN,78741,10317661,Routine Inspection,
Lucky Food Store,,4/12/2018,89,"4327 S 1ST ST
AUSTIN, TX 78745
(30.221407966714448, -97.77218537466794)",AUSTIN,78745,2803496,Routine Inspection,
Our Lady of Guadalupe Parish,,3/28/2017,91,"1206 E 9TH ST
AUSTIN, TX 78702
(30.26670831964942, -97.72784262827105)",AUSTIN,78702,2802037,Routine Inspection,
"Rooftop on Sixth, The",,10/29/2016,80,"403 E 6TH ST
AUSTIN, TX 78701
(30.26679266229082, -97.73918253112022)",AUSTIN,78701,10504147,Routine Inspection,
Comfort Suites,,1/6/2017,95,"15112 FM 1825 RD
AUSTIN, TX 78660
(30.444332632708576, -97.66609317551561)",AUSTIN,78660,10278581,Routine Inspection,
Austin Resource Ctr. Homeless,,2/12/2019,90,"500 E 7TH ST
AUSTIN, TX 78701
(30.26798215582416, -97.73761937753385)",AUSTIN,78701,2801950,Routine Inspection,
Double Dave's Pizzaworks,,10/6/2017,95,"9500 S IH
AUSTIN, TX 78748
(30.162916957124533, -97.79312514711903)",AUSTIN,78748,10328502,Routine Inspection,
Hi Hat Public House,,6/7/2017,76,"2121 E 6TH ST
AUSTIN, TX 78702
(30.260202827941974, -97.71908561042872)",AUSTIN,78702,10841589,Routine Inspection,
Monte Carlo Market,,11/7/2016,81,"408 E RUNDBERG LN
AUSTIN, TX 78753
(30.359882480241968, -97.69035330983617)",AUSTIN,78753,10727281,Routine Inspection,
Sushic,,2/12/2018,92,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235647491227716, -97.86638760347479)",AUSTIN,78735,10943069,Routine Inspection,
U PAK M,,10/12/2016,92,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145734104630595, -97.83356472643524)",AUSTIN,78748,2803509,Routine Inspection,
Palm Elementary School,,10/30/2017,96,"7601 DIXIE DR
AUSTIN, TX 78744
(30.164825482444492, -97.74427837686778)",AUSTIN,78744,2800054,Routine Inspection,
Whichcraft,,7/13/2018,98,"1900 SIMOND AVE
AUSTIN, TX 78723
(30.297274996368657, -97.70385649344728)",AUSTIN,78723,11606757,Routine Inspection,
Lala's,,9/8/2017,92,"2207 JUSTIN LN
AUSTIN, TX 78757
(30.344659949099306, -97.73641503087619)",AUSTIN,78757,11438436,Routine Inspection,
Swan Dive,,9/29/2016,94,"615 RED RIVER ST
AUSTIN, TX 78701
(30.26715726027455, -97.73668625707896)",AUSTIN,78701,10358258,Routine Inspection,
Corner Store # 2194,,1/23/2017,94,"1706 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.189531843088357, -97.76710290922503)",AUSTIN,78744,2803593,Routine Inspection,
Edible Arrangements,,3/15/2017,98,"507 PRESSLER ST
AUSTIN, TX 78703
(30.273164368340424, -97.76014728209098)",AUSTIN,78703,10637849,Routine Inspection,
Stepping Stone School II,,3/15/2018,92,"8419 BOWLING GREEN DR
AUSTIN, TX 78757
(30.365644293866033, -97.72703378838605)",AUSTIN,78757,2800536,Routine Inspection,
Snap Kitchen #7,,11/21/2016,100,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.352934493007375, -97.75395047748431)",AUSTIN,78731,10959490,Routine Inspection,
Villarina Foods of Texas,,7/25/2018,96,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814654152963, -97.80018542011135)",AUSTIN,78746,11054621,Routine Inspection,
"Soup Peddler, The",,3/19/2018,100,"13219 N US 183 HWY
AUSTIN, TX 78729
(30.44351421109445, -97.784109762823)",AUSTIN,78729,11239863,Routine Inspection,
CVS Pharmacy # 7243,,12/1/2016,97,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814654152963, -97.80018542011135)",AUSTIN,78746,2804061,Routine Inspection,
Whataburger #162,,3/9/2017,96,"3210 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.283108965377973, -97.7029489627963)",AUSTIN,78723,2800615,Routine Inspection,
Jack in the Box #867,,1/5/2018,86,"6210 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.231276141274382, -97.8642069383496)",AUSTIN,78749,10789639,Routine Inspection,
Snow Pea Asian Bistro,,7/7/2017,84,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.47740519121694, -97.8029977281975)",AUSTIN,78613,11016282,Routine Inspection,
Highway Food Mart,,6/13/2018,84,"4535 E SH
AUSTIN, TX 78617
(30.18732059295166, -97.60635792446739)",AUSTIN,78617,11522912,Routine Inspection,
Dobie Jr High School,,9/6/2018,100,"1200 E RUNDBERG LN
AUSTIN, TX 78753
(30.354108176856204, -97.6803879316338)",AUSTIN,78753,2800114,Routine Inspection,
Royal Fig Catering,,2/12/2018,98,"2100 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.203705425102587, -97.80769393170299)",AUSTIN,78745,11667811,Routine Inspection,
"High Road on Dawson, The",,7/5/2017,91,"700 DAWSON RD
AUSTIN, TX 78704
(30.258149021303854, -97.75693570595048)",AUSTIN,78704,2800434,Routine Inspection,
Austin White Lime,,3/7/2018,100,"14001 MC NEIL RD
AUSTIN, TX 78728
(30.453464137756008, -97.72016072911164)",AUSTIN,78728,2803732,Routine Inspection,
Courtesy Shell # 3,,11/22/2016,94,"616 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197322724487634, -97.787317069179)",AUSTIN,78745,11130484,Routine Inspection,
Austin Montessori School,,9/11/2017,90,"5677 OAK BLVD
AUSTIN, TX 78735
(30.23690074790115, -97.84829406869021)",AUSTIN,78735,10801679,Routine Inspection,
Bread Basket- Texaco,,3/12/2018,74,"12800 PEARCE LN
AUSTIN, TX 78617
(30.169257085272317, -97.62219073290765)",AUSTIN,78617,10069013,Routine Inspection,
Sushi Japon Steak House,,1/30/2018,87,"807 CAMINO LA
AUSTIN, TX 78752
(30.328918925880828, -97.70481589305669)",AUSTIN,78752,11008369,Routine Inspection,
Manor Express,,2/9/2017,93,"2101 MANOR RD
AUSTIN, TX 78722
(30.283985687627723, -97.71985583692083)",AUSTIN,78722,2803762,Routine Inspection,
ABIA Fara Cafe Sports Bar,,8/31/2016,85,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202014198206186, -97.66688417330988)",AUSTIN,78719,2803020,Routine Inspection,
"Grand Billiards, The",,8/24/2018,99,"4631 AIRPORT BLVD
AUSTIN, TX 78751
(30.3060943126815, -97.71506425487296)",AUSTIN,78751,10099732,Routine Inspection,
Langford Elementary,,4/19/2017,99,"2206 BLUE MEADOW DR
AUSTIN, TX 78744
(30.18172079134311, -97.76352973451966)",AUSTIN,78744,2800440,Routine Inspection,
Tokyo Gardens Catering,,8/25/2016,97,"12860 N US 183 HWY
AUSTIN, TX 78750
(30.43435463952485, -97.77271117157457)",AUSTIN,78750,10747724,Routine Inspection,
Papa John's Pizza # 1015,,2/22/2017,92,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230785720869374, -97.73215619278693)",AUSTIN,78741,10717537,Routine Inspection,
Delta Tau Delta Fraternity,,11/30/2016,97,"2801 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.29020021597313, -97.733992847372)",AUSTIN,78705,2800623,Routine Inspection,
Austin Country Club,,2/23/2017,64,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.34289117538752, -97.79726231093836)",AUSTIN,78746,2800076,Routine Inspection,
Cisco's Restaurant Bakery & Bar,,2/4/2019,94,"1511 E 6TH ST
AUSTIN, TX 78702
(30.26288131082541, -97.7268327809085)",AUSTIN,78702,11830055,Routine Inspection,
Four Seasons Chinese,,2/20/2019,93,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446246168083807, -97.68577138370763)",AUSTIN,78728,2800667,Routine Inspection,
B B Rover's Intl. Cafe,,7/17/2018,70,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.430712669982825, -97.76363485367409)",AUSTIN,78759,2800079,Routine Inspection,
Panda Express #1319,,8/22/2018,92,"5764 AIRPORT BLVD
AUSTIN, TX 78752
(30.321558263134552, -97.71430069142365)",AUSTIN,78752,10001260,Routine Inspection,
Gloria's Restaurant,,10/18/2016,78,"300 W 6TH ST
AUSTIN, TX 78701
(30.269114585793723, -97.74566262643829)",AUSTIN,78701,10879710,Routine Inspection,
BC - All Star Burger,,2/22/2017,89,"12921 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309710050528107, -97.94305358312653)",AUSTIN,78738,10655048,Routine Inspection,
Randall's #2490-Deli,,10/16/2018,88,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401504470501333, -97.74678509027345)",AUSTIN,78759,2801125,Routine Inspection,
Westlake PTO Stadium,,11/9/2018,98,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27612342473201, -97.81537363198892)",AUSTIN,78746,2802427,Routine Inspection,
Little Caesar's,,3/27/2019,99,"2601 E 7TH ST
AUSTIN, TX 78702
(30.26053321279685, -97.71271012047967)",AUSTIN,78702,10755692,Routine Inspection,
Holiday Inn Express & Suites,,3/9/2017,96,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.200378267463133, -97.76887722695405)",AUSTIN,78745,11258299,Routine Inspection,
The Children's Center of Austin,,11/30/2017,89,"4308 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.383129208405208, -97.88441268578268)",AUSTIN,78732,10000683,Routine Inspection,
Dan's Hamburgers #2,,10/11/2016,95,"4308 MANCHACA RD
AUSTIN, TX 78704
(30.230737536521225, -97.78821541072129)",AUSTIN,78704,2800120,Routine Inspection,
Williams-Sonoma #978,,2/7/2017,97,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394928878598492, -97.75202355957255)",AUSTIN,78759,2800949,Routine Inspection,
LW - Sakura Sushi & Bar,,5/1/2017,93,"1945 MEDICAL DR
LAKEWAY, TX 78734
(30.346942648633902, -97.96721369024007)",AUSTIN,78734,11551657,Routine Inspection,
Randall's #2490-Deli,,5/10/2017,92,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401504470501333, -97.74678509027345)",AUSTIN,78759,2801125,Routine Inspection,
Omni Barton Creek Resort & Spa Club-19th Hole,,12/13/2016,96,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.2924915177895, -97.85977514590203)",AUSTIN,78735,11084298,Routine Inspection,
Texican Cafe,,9/26/2016,87,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47032727352477, -97.80159647082253)",AUSTIN,78613,2802131,Routine Inspection,
CiCi's Pizza,,12/22/2016,91,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20188498450306, -97.80505886528006)",AUSTIN,78745,10507223,Routine Inspection,
Reserve at Lake Travis -The Cypress Club Lodge,,5/16/2017,98,"2216 CYPRESS CLUB
LAGO VISTA, TX 78669
(30.407086824625143, -97.99019015588684)",AUSTIN,78669,10723023,Routine Inspection,
Zavala Elementary,,9/27/2018,97,"310 ROBERT T MARTINEZ JR ST
AUSTIN, TX 78702
(30.258032096896724, -97.71993025984953)",AUSTIN,78702,2800300,Routine Inspection,
Driskill Hotel - Banquet Kitchen,,3/8/2018,98,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268142105968206, -97.74171674168682)",AUSTIN,78701,10917635,Routine Inspection,
"New Sushi Express, Inc.",,2/6/2017,100,"3101 GUADALUPE ST
AUSTIN, TX 78705
(30.29768501479917, -97.74073450645808)",AUSTIN,78705,10322878,Routine Inspection,
P. Terry's Burger Stand,,7/18/2018,89,"1800 E OLTORF ST
AUSTIN, TX 78741
(30.232280521504855, -97.73628971971455)",AUSTIN,78741,11439863,Routine Inspection,
St. Mary's Cathederal School,,10/20/2016,98,"910 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.270891055819153, -97.73937794771683)",AUSTIN,78701,2800606,Routine Inspection,
Austin's Moontower Saloon,,9/21/2017,93,"10212 MANCHACA RD
AUSTIN, TX 78748
(30.169043698469686, -97.8260275700738)",AUSTIN,78748,10720314,Routine Inspection,
Zilker Elementary,,5/1/2018,95,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.252752928103025, -97.77436594953285)",AUSTIN,78704,2800280,Routine Inspection,
The Goddard School,,4/16/2018,100,"2111 FRATE BARKER RD
AUSTIN, TX 78748
(30.149046445357946, -97.84161786180513)",AUSTIN,78748,10332373,Routine Inspection,
River City Youth Foundation,,9/12/2017,98,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.195450341496233, -97.74438327731312)",AUSTIN,78744,2801332,Routine Inspection,
"Gatsby, The",,6/21/2018,89,"708 E 6TH ST
AUSTIN, TX 78701
(30.266191784966495, -97.73558899804618)",AUSTIN,78701,11066547,Routine Inspection,
Pizza Hut,,10/5/2016,94,"1811 GUADALUPE ST
AUSTIN, TX 78701
(30.281294865546432, -97.74147531905982)",AUSTIN,78701,2802469,Routine Inspection,
Sunrise Mini Mart,,2/15/2017,93,"539 W OLTORF ST
AUSTIN, TX 78704
(30.241757784060482, -97.75915552703083)",AUSTIN,78704,10000688,Routine Inspection,
Bun Belly,,8/8/2016,84,"5001 AIRPORT BLVD
AUSTIN, TX 78751
(30.31119350004095, -97.71506458985596)",AUSTIN,78751,11288658,Routine Inspection,
Blackshear Elementary,,2/27/2019,100,"1712 E 11TH ST
AUSTIN, TX 78702
(30.267339696981427, -97.72216400171688)",AUSTIN,78702,2800346,Routine Inspection,
MN - Ramos Mexican Restaurant,,1/12/2017,93,"116 E PARSONS ST
MANOR, TX 78653
(30.3407840328431, -97.55695746474487)",AUSTIN,78653,2801907,Routine Inspection,
Good Luck Food Mart,,12/18/2017,84,"3713 GUADALUPE ST
AUSTIN, TX 78705
(30.302374141060756, -97.73797172591492)",AUSTIN,78705,2803725,Routine Inspection,
Heritage at Gaines Ranch - Retail,,4/19/2017,97,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241678358037422, -97.81661702854957)",AUSTIN,78735,2803727,Routine Inspection,
Mooyah Burgers Fries Shakes,,11/30/2018,93,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479431140160997, -97.7993796957668)",AUSTIN,78717,11508273,Routine Inspection,
Bikinis Sports Bar and Grill,,10/23/2018,88,"214 E 6TH ST
AUSTIN, TX 78701
(30.267769842849102, -97.74058131365742)",AUSTIN,78701,10304661,Routine Inspection,
Gorzycki Middle School,,3/28/2017,100,"7412 W SLAUGHTER LN
AUSTIN, TX 78749
(30.214617162781632, -97.89159015031349)",AUSTIN,78749,10326563,Routine Inspection,
Around the Corner,,12/21/2017,85,"2321 W NORTH LOOP BLVD
AUSTIN, TX 78756
(30.324946314306864, -97.74327735375573)",AUSTIN,78756,2803664,Routine Inspection,
YaYa Cafe,,8/23/2016,93,"3706 GUADALUPE ST
AUSTIN, TX 78705
(30.30251118140931, -97.73862732851735)",AUSTIN,78705,10609592,Routine Inspection,
Starbuck's Coffee#6203,,6/30/2017,96,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394928878598492, -97.75202355957255)",AUSTIN,78759,2800798,Routine Inspection,
Chick-Fil-A,,11/15/2017,94,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167084537723348, -97.79185265460241)",AUSTIN,78748,10000498,Routine Inspection,
Champ's Food Mart,,5/30/2018,92,"2433 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.227596357709874, -97.72716204322622)",AUSTIN,78741,10813187,Routine Inspection,
Green Light Social,,6/30/2017,98,"720 W 6TH ST
AUSTIN, TX 78701
(30.270368559667048, -97.75040134358798)",AUSTIN,78701,11521103,Routine Inspection,
Casa Linda Taqueria,,9/22/2017,100,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.18328041974652, -97.79219821952788)",AUSTIN,78745,11048159,Routine Inspection,
Five Guys Burgers and Fries,,2/13/2019,100,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.39315457154799, -97.74800030644057)",AUSTIN,78759,11115083,Routine Inspection,
Lux Lounge,,5/10/2018,93,"620 W 6TH ST
AUSTIN, TX 78701
(30.270031173360078, -97.74932214575315)",AUSTIN,78701,11159449,Routine Inspection,
Dollar General Store # 16194,,2/27/2017,89,"4800 ROSS RD
AUSTIN, TX 78617
(30.18217513763501, -97.61287713706774)",AUSTIN,78617,11394808,Routine Inspection,
Eberly,,1/29/2018,95,"615 S LAMAR BLVD
AUSTIN, TX 78704
(30.25861577455802, -97.75867448685027)",AUSTIN,78704,11594069,Routine Inspection,
Snap Kitchen,,8/17/2018,99,"10001 RESEARCH BLVD
AUSTIN, TX 78759
(30.391917594161733, -97.74469751863313)",AUSTIN,78759,10816332,Routine Inspection,
Unit D Pizzeria,,10/5/2016,100,"2406 MANOR RD
AUSTIN, TX 78722
(30.284918270702434, -97.71690075347153)",AUSTIN,78722,11378339,Routine Inspection,
Hao - Q Asian Kitchen,,4/4/2017,80,"3742 FAR WEST BLVD
AUSTIN, TX 78731
(30.356173622236735, -97.75801760789017)",AUSTIN,78731,10723989,Routine Inspection,
Corner Store #80,,12/15/2016,98,"3909 GUADALUPE ST
AUSTIN, TX 78751
(30.304745820042122, -97.73652118454407)",AUSTIN,78751,2803548,Routine Inspection,
Moms 6,,3/9/2017,85,"6301 E RIVERSIDE DR
AUSTIN, TX 78741
(30.224495804188955, -97.7033417229701)",AUSTIN,78741,10719486,Routine Inspection,
Little Caesars Pizza,,12/9/2016,90,"13770 N US 183 HWY
AUSTIN, TX 78750
(30.461615275023366, -97.79538102996989)",AUSTIN,78750,10532387,Routine Inspection,
Decker Middle School,,9/1/2017,94,"8104 DECKER LN
AUSTIN, TX 78724
(30.307417795819024, -97.6181393825796)",AUSTIN,78724,10189353,Routine Inspection,
MN - Shadow Glen Golf Club,,4/12/2018,90,"12801 LEXINGTON ST
MANOR, TX 78653
(30.353113687843614, -97.55642175174387)",AUSTIN,78653,10036116,Routine Inspection,
Circle K #2740552,,1/26/2017,96,"2222 E OLTORF ST
AUSTIN, TX 78741
(30.230182872688083, -97.73118265363973)",AUSTIN,78741,2803556,Routine Inspection,
Starbucks Coffee #13418,STARBUCKS,4/27/2018,99,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306359708243914, -97.70916767483146)",AUSTIN,78723,10065891,Routine Inspection,
Mugshots,,9/8/2016,89,"407 E 7TH ST
AUSTIN, TX 78701
(30.267649100822513, -97.73845498505978)",AUSTIN,78701,2801909,Routine Inspection,
Lenoir Restaurant,,1/24/2018,99,"1807 S 1ST ST
AUSTIN, TX 78704
(30.246870474690393, -97.75586971278011)",AUSTIN,78704,10655045,Routine Inspection,
Pei Wei Asian Diner,,3/17/2017,70,"13429 N US 183 HWY
AUSTIN, TX 78729
(30.447540071040798, -97.78898893333616)",AUSTIN,78729,10004511,Routine Inspection,
Anti Social Ice Cream Co.,,12/6/2017,95,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.40498240151198, -97.87341061810427)",AUSTIN,78732,11703946,Routine Inspection,
Cherry Creek Catfish Company,,9/18/2017,92,"5700 MANCHACA RD
AUSTIN, TX 78745
(30.21516080099942, -97.79951996707723)",AUSTIN,78745,10680309,Routine Inspection,
3M Austin Center,,2/7/2019,97,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.39608767776118, -97.84447112521032)",AUSTIN,78726,2800072,Routine Inspection,
Rhino Room,,11/15/2018,97,"1012 E 6TH ST
AUSTIN, TX 78702
(30.26511276099432, -97.73172246543024)",AUSTIN,78702,11335349,Routine Inspection,
Starbucks Coffee Company,STARBUCKS,5/10/2017,96,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.47740519121694, -97.8029977281975)",AUSTIN,78613,11034139,Routine Inspection,
Snap Kitchen,,11/17/2016,86,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.296375642170588, -97.83219295367485)",AUSTIN,78746,10860778,Routine Inspection,
BC - Whole Foods Market - Bakery,,7/16/2018,96,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.30766869408602, -97.93764727781424)",AUSTIN,78738,10744418,Routine Inspection,
Sonic #43,,6/23/2017,92,"9708 MANCHACA RD
AUSTIN, TX 78748
(30.17543198290419, -97.82333025999803)",AUSTIN,78748,2800565,Routine Inspection,
Mia Italian Tapas & Bar,,2/8/2019,85,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
(30.400852336166363, -97.72312028238963)",AUSTIN,78758,11474136,Routine Inspection,
Lucky's Puccia & Pizzeria,,12/5/2017,97,"1611 W 5TH ST
AUSTIN, TX 78703
(30.27433671156368, -97.7644897591946)",AUSTIN,78703,11143460,Routine Inspection,
Zachary Scott Theatre,,4/5/2017,100,"1510 TOOMEY RD
AUSTIN, TX 78704
(30.263978314038656, -97.75874441878032)",AUSTIN,78704,2801255,Routine Inspection,
"Spec's Wine, Liquor & Fine Foods",,8/15/2018,100,"5775 AIRPORT BLVD
AUSTIN, TX 78752
(30.322312124525595, -97.71379909569916)",AUSTIN,78752,10002913,Routine Inspection,
